k,run_id,random_seed,dataset,inertia,ssd_exp,silhouette,calinski_harabasz
6,24,25,train,419.6235183119414,-5.019929403975499,0.1747906675479853,51.75097559310879
4,24,25,train,548.9625568429145,-3.0081447163318398,0.1124971718424766,35.2104355991698
3,24,25,train,638.346561404768,-2.00191233723994,0.08663877859351948,25.39596545499235
5,24,25,train,530.6807902119976,-4.005214960871693,0.1259850349582434,34.22622997098395
8,24,25,train,287.532257544909,-7.062299481638667,0.13463694272188312,37.89890950157939
6,24,25,train,393.1677556329075,-5.020701097359274,0.1747906675479853,51.75097559310879
3,24,25,train,536.6487982669938,-2.005203556089239,0.08663877859351948,25.39596545499235
2,24,25,train,863.7113233955632,-1.0001183463355274,0.15331518465742824,37.265221652545684
2,24,25,train,676.768798110915,-1.0014132211814504,0.15331518465742824,37.265221652545684
6,24,25,train,310.6315258483325,-5.026145792213581,0.1747906675479853,51.75097559310879
9,24,25,train,279.74005341550196,-8.048240867967152,0.0992166399536571,30.637742330384626
2,24,25,train,665.0782998673144,-1.0016569505520736,0.15331518465742824,37.265221652545684
4,24,25,train,443.6614802670119,-3.0093775976040957,0.1124971718424766,35.2104355991698
7,24,25,train,347.4073890019762,-6.023574561340158,0.14556629242265554,44.000430382294624
2,24,25,train,641.5243055716129,-1.002536799127929,0.15331518465742824,37.265221652545684
9,24,25,train,309.117925945398,-8.075869732595857,0.0992166399536571,30.637742330384626
7,24,25,train,367.2264868122239,-6.034977959156749,0.14556629242265554,44.000430382294624
6,24,25,train,325.24813645354914,-5.034735386814848,0.1747906675479853,51.75097559310879
4,24,25,train,447.7263815273235,-3.010304674967224,0.1124971718424766,35.2104355991698
7,24,25,train,350.83936188609084,-6.039809406170629,0.14556629242265554,44.000430382294624
6,24,25,train,289.59657976276003,-5.038962910296592,0.1747906675479853,51.75097559310879
4,24,25,train,450.1900970462681,-3.0130305784987894,0.1124971718424766,35.2104355991698
5,24,25,train,490.7894906309897,-4.005731892127248,0.1259850349582434,34.22622997098395
7,24,25,train,304.08857422902327,-6.052806549912541,0.14556629242265554,44.000430382294624
3,24,25,train,586.8518032671219,-2.0056458501367613,0.08663877859351948,25.39596545499235
5,24,25,train,472.1860688219593,-4.018870980081849,0.1259850349582434,34.22622997098395
10,25,26,train,275.09689354963854,-9.066502999786588,0.1918848729506398,49.14116114068296
7,25,26,train,411.3774489266169,-6.0190877714827895,0.14834252266551207,40.42242744680263
3,25,26,train,768.3880042683614,-2.0004811863601053,0.1428529596713226,46.574473187192865
9,25,26,train,283.0790143289726,-8.045926098335398,0.1282166919562377,41.751191514704324
7,25,26,train,337.73092910585376,-6.0527024010605235,0.14834252266551207,40.42242744680263
2,25,26,train,821.019689855701,-1.0003294150912088,0.23605693438046074,63.419737929448445
6,25,26,train,375.0837816055321,-5.0253604768984745,0.15554486302837747,46.53189581782024
5,25,26,train,475.15119300817946,-4.016013612509133,0.06561257483684421,23.864915222791293
3,25,26,train,538.51452703325,-2.003071512105779,0.1428529596713226,46.574473187192865
10,25,26,train,204.57969534119195,-9.129410322401665,0.1918848729506398,49.14116114068296
3,25,26,train,541.509900853743,-2.0047566772201972,0.1428529596713226,46.574473187192865
4,25,26,train,570.0342439560073,-3.004122981951414,0.22087667566605312,56.71746191607354
4,25,26,train,594.5320750339569,-3.0055455355449894,0.22087667566605312,56.71746191607354
8,25,26,train,292.7603456493501,-7.031632331324262,0.18233549806631374,46.630575466103686
2,25,26,train,804.0320507539494,-1.0005085824002296,0.23605693438046074,63.419737929448445
8,25,26,train,396.0269303908272,-7.036748211789584,0.18233549806631374,46.630575466103686
9,25,26,train,233.12643613601674,-8.068386275089122,0.1282166919562377,41.751191514704324
8,25,26,train,307.1678176642189,-7.05063974620948,0.18233549806631374,46.630575466103686
2,25,26,train,611.7955357060528,-1.0015318748034066,0.23605693438046074,63.419737929448445
8,25,26,train,275.8021126509781,-7.053252351586172,0.18233549806631374,46.630575466103686
3,25,26,train,479.00505914388845,-2.0051323543361077,0.1428529596713226,46.574473187192865
4,25,26,train,533.8177453307351,-3.0079872947085935,0.22087667566605312,56.71746191607354
8,25,26,train,232.5301043268307,-7.082460520679795,0.18233549806631374,46.630575466103686
3,25,26,train,529.9013125901943,-2.0062589188011106,0.1428529596713226,46.574473187192865
3,25,26,train,473.56479810077974,-2.0095126750614742,0.1428529596713226,46.574473187192865
9,25,26,train,240.76255467650472,-8.082022261363806,0.1282166919562377,41.751191514704324
4,25,26,train,410.8708102348444,-3.014139526997181,0.22087667566605312,56.71746191607354
5,26,27,train,357.75219514435986,-4.016108298822553,0.13024479420321428,33.54918468648286
3,26,27,train,660.7599553243184,-2.000575724783081,0.22916957021299367,53.20511184783417
3,26,27,train,614.6801272017609,-2.0017549819636904,0.22916957021299367,53.20511184783417
6,26,27,train,517.9851508749423,-5.003313061237768,0.2150607312792156,53.13518338923438
4,26,27,train,454.2603616900198,-3.014349199575638,0.15305202002281937,37.92038639268679
8,26,27,train,370.72734757455567,-7.044099082174128,0.16651066638736353,47.564869751228954
9,26,27,train,240.98947606893367,-8.078279606833325,0.14800327585785694,41.717745046786376
6,26,27,train,351.31558623228796,-5.027901811989335,0.2150607312792156,53.13518338923438
7,26,27,train,437.71472983587546,-6.011576765140453,0.12782914126124317,35.736601372732665
2,26,27,train,1233.0440772855047,-1.0000113067177343,0.1992320394999875,46.58478600071042
2,26,27,train,1195.7472277070435,-1.0000303411424842,0.1992320394999875,46.58478600071042
10,26,27,train,270.76735555272205,-9.047805596556032,0.20027806444421523,51.08665794229519
10,26,27,train,250.96663423440324,-9.080089496926776,0.20027806444421523,51.08665794229519
2,26,27,train,1114.921018046302,-1.0000816831789017,0.1992320394999875,46.58478600071042
7,26,27,train,462.9694140893494,-6.021314443008118,0.12782914126124317,35.736601372732665
2,26,27,train,722.4902787906329,-1.00103506268525,0.1992320394999875,46.58478600071042
8,26,27,train,294.59444558922667,-7.065339287218314,0.16651066638736353,47.564869751228954
10,26,27,train,216.34843723228985,-9.132581091297654,0.20027806444421523,51.08665794229519
5,26,27,train,419.3113122534307,-4.018282392216039,0.13024479420321428,33.54918468648286
7,26,27,train,339.5419918645279,-6.028238055352381,0.12782914126124317,35.736601372732665
9,26,27,train,215.4214982493515,-8.0810583968239,0.14800327585785694,41.717745046786376
7,26,27,train,332.82532590582633,-6.035617104305849,0.12782914126124317,35.736601372732665
7,26,27,train,370.50039867760023,-6.039147157793257,0.12782914126124317,35.736601372732665
8,26,27,train,231.98318381787814,-7.0813112982215545,0.16651066638736353,47.564869751228954
2,26,27,train,579.8898810305725,-1.0031624108839234,0.1992320394999875,46.58478600071042
4,26,27,train,427.37455659502035,-3.0147324555033563,0.15305202002281937,37.92038639268679
3,26,27,train,655.0413215018658,-2.002076420464845,0.22916957021299367,53.20511184783417
4,27,28,train,501.07102854581626,-3.002627040696342,0.13546037043925296,39.06700216297085
8,27,28,train,349.1562074272679,-7.050413908409327,0.10854830349186478,33.02608179766379
5,27,28,train,464.5261211593449,-4.014758540777823,0.14275212695849818,39.355732622112804
7,27,28,train,392.8072291977756,-6.012969070063277,0.16396710840173115,40.154792973617454
9,27,28,train,290.0491544731295,-8.05178462050442,0.15581674441190146,37.388393310338145
3,27,28,train,1049.075015808071,-2.000218550243416,0.26944126163463045,73.97502551487001
2,27,28,train,595.0855724425052,-1.0020648504361653,0.13714167488950635,30.755657879115216
10,27,28,train,223.7247776121487,-9.083058800218259,0.12924176052542224,37.48900290862305
3,27,28,train,524.7897154261029,-2.00636994299147,0.26944126163463045,73.97502551487001
6,27,28,train,328.2188487479496,-5.022265270219212,0.17502392695431346,45.981357047002845
3,27,28,train,504.95787532427414,-2.0064172887783496,0.26944126163463045,73.97502551487001
7,27,28,train,298.0956008775932,-6.043920147112223,0.16396710840173115,40.154792973617454
4,27,28,train,457.06387922652254,-3.0142423232093742,0.13546037043925296,39.06700216297085
9,27,28,train,292.59426345699507,-8.053434728068327,0.15581674441190146,37.388393310338145
10,27,28,train,231.27229876223535,-9.083695890231265,0.12924176052542224,37.48900290862305
5,27,28,train,417.29124248764793,-4.017577002508389,0.14275212695849818,39.355732622112804
6,27,28,train,363.92759729849706,-5.024491342536914,0.17502392695431346,45.981357047002845
9,27,28,train,276.5517439612796,-8.057245451746349,0.15581674441190146,37.388393310338145
4,27,28,train,451.8713516985968,-3.0195474064664043,0.13546037043925296,39.06700216297085
5,27,28,train,355.37156249463266,-4.019134759888616,0.14275212695849818,39.355732622112804
6,27,28,train,308.2054133017898,-5.031585727897101,0.17502392695431346,45.981357047002845
5,27,28,train,427.70468544640613,-4.021148664039598,0.14275212695849818,39.355732622112804
8,28,29,train,373.36029352123916,-7.017505179560439,0.1840955132638681,48.08376002519604
9,28,29,train,255.29554495060225,-8.058816835395723,0.14427251883060133,37.93378533993927
5,28,29,train,396.7126466146412,-4.010882571387988,0.16240980943397942,38.28113971274801
6,28,29,train,331.59600057568287,-5.023165994851614,0.16987317370840663,47.76995276210305
4,28,29,train,551.9728803043857,-3.001326537369899,0.12729792874514412,37.74164829838235
7,28,29,train,429.59712226815316,-6.01905349505469,0.17358497336588807,44.220509445896
3,28,29,train,474.45995454511734,-2.0057604960066433,0.12957856797264775,39.63049586836765
9,28,29,train,232.03365126794037,-8.066496038208987,0.14427251883060133,37.93378533993927
7,28,29,train,280.6882652743953,-6.0380408296043875,0.17358497336588807,44.220509445896
10,28,29,train,285.6548512737243,-9.052879766377044,0.1084053142003209,36.558101017580036
6,28,29,train,402.5591127652158,-5.026600014425779,0.16987317370840663,47.76995276210305
2,28,29,train,703.5528779979244,-1.0011185288337914,0.1845817353042313,34.856435266290376
10,28,29,train,252.06872240848384,-9.059879762891015,0.1084053142003209,36.558101017580036
5,28,29,train,460.2299859290482,-4.013165848173086,0.16240980943397942,38.28113971274801
8,28,29,train,357.89914998022977,-7.04203351614506,0.1840955132638681,48.08376002519604
2,28,29,train,623.1280675425619,-1.001685706939618,0.1845817353042313,34.856435266290376
7,28,29,train,368.3681527186796,-6.038205718910812,0.17358497336588807,44.220509445896
4,28,29,train,490.48810318675595,-3.0059738113017413,0.12729792874514412,37.74164829838235
3,28,29,train,515.4575214408572,-2.0063762640580682,0.12957856797264775,39.63049586836765
8,28,29,train,294.45447347111025,-7.044175675514273,0.1840955132638681,48.08376002519604
7,28,29,train,285.7148617427901,-6.0477873097923105,0.17358497336588807,44.220509445896
5,28,29,train,419.92157513361167,-4.01380575790109,0.16240980943397942,38.28113971274801
8,28,29,train,308.1231884943125,-7.047365613417362,0.1840955132638681,48.08376002519604
8,28,29,train,255.87538597168637,-7.052975008067135,0.1840955132638681,48.08376002519604
6,28,29,train,316.51409438581646,-5.035336609790996,0.16987317370840663,47.76995276210305
8,28,29,train,245.37900106333197,-7.074621739012807,0.1840955132638681,48.08376002519604
10,28,29,train,309.2639917494169,-9.06169254050784,0.1084053142003209,36.558101017580036
5,28,29,train,478.11838672903775,-4.018937419006679,0.16240980943397942,38.28113971274801
10,28,29,train,271.9178722204455,-9.076483351051577,0.1084053142003209,36.558101017580036
2,29,30,train,621.965752581756,-1.0012126516093685,0.12029114738995358,24.19376497187879
9,29,30,train,377.4156794839391,-8.033296055029425,0.10578423864478825,33.575532179242785
9,29,30,train,323.4140889247914,-8.0408197441364,0.10578423864478825,33.575532179242785
5,29,30,train,570.1356793915772,-4.007987899120984,0.15198640653928921,38.72197003668825
6,29,30,train,394.7575263640644,-5.009759503795086,0.2004564325798957,48.91881099283651
3,29,30,train,583.9803792176118,-2.0028034065141367,0.18119801711971475,45.251182862436245
9,29,30,train,258.83226148035925,-8.060257359846661,0.10578423864478825,33.575532179242785
8,29,30,train,322.41846712966276,-7.038035437581003,0.09743131876172843,30.012226876772466
10,29,30,train,239.720511106631,-9.069321433906362,0.15992745460858518,39.98750538546783
5,29,30,train,529.0421255013573,-4.010368407919104,0.15198640653928921,38.72197003668825
7,29,30,train,427.912293331078,-6.022631286879898,0.1324804256703221,41.10859053036704
5,29,30,train,423.4659416593941,-4.01929183055582,0.15198640653928921,38.72197003668825
6,29,30,train,461.79056121650586,-5.010085898636811,0.2004564325798957,48.91881099283651
8,29,30,train,273.09209347634555,-7.044515416223474,0.09743131876172843,30.012226876772466
6,29,30,train,489.82706680787265,-5.012106347975134,0.2004564325798957,48.91881099283651
7,29,30,train,347.17744132972024,-6.031516181712646,0.1324804256703221,41.10859053036704
8,29,30,train,273.37353923639785,-7.072379482478367,0.09743131876172843,30.012226876772466
3,29,30,train,546.1684895341024,-2.0035414006105965,0.18119801711971475,45.251182862436245
7,29,30,train,298.4106217165713,-6.036413586685809,0.1324804256703221,41.10859053036704
4,29,30,train,581.474811674677,-3.003446074006788,0.14019906650807884,36.28903371789912
6,29,30,train,386.96764511490613,-5.026431879726115,0.2004564325798957,48.91881099283651
10,29,30,train,256.41595544439184,-9.076940175474993,0.15992745460858518,39.98750538546783
2,29,30,train,585.3072873202877,-1.0034528624959032,0.12029114738995358,24.19376497187879
10,29,30,train,234.05768052293527,-9.096371826071815,0.15992745460858518,39.98750538546783
3,29,30,train,531.8224144880965,-2.0035744520169465,0.18119801711971475,45.251182862436245
6,29,30,train,358.40911377331776,-5.029764347139318,0.2004564325798957,48.91881099283651
9,29,30,train,244.08321172551067,-8.06570827028679,0.10578423864478825,33.575532179242785
5,29,30,train,421.09823686007485,-4.028124582822592,0.15198640653928921,38.72197003668825
4,29,30,train,481.2035584427112,-3.0050038387619615,0.14019906650807884,36.28903371789912
6,29,30,train,283.60401662516284,-5.042606416925065,0.2004564325798957,48.91881099283651
9,29,30,train,262.14611383832,-8.069482108302353,0.10578423864478825,33.575532179242785
10,29,30,train,255.81463311930975,-9.101212511031523,0.15992745460858518,39.98750538546783
9,29,30,train,256.54358572961104,-8.075117245774331,0.10578423864478825,33.575532179242785
