k,best_labels,best_centroids,best_cost,silhouette,ch_score,inertia
6,[0 2 4 ... 0 0 5],"[[-9.37096648e-01 -1.64313731e-01  8.01318932e-01  5.25954842e-01
   1.74492367e-01  2.69964232e-01  5.16185361e+00  1.84711068e+00]
 [-5.84542051e-01  7.65685059e-01 -2.26297559e+00  1.21416422e-01
  -1.39570429e-01  7.19704410e-01  3.22473069e+00  2.96721684e+00]
 [-3.54971043e-03 -1.16948708e-01 -5.93989445e-01  9.42346073e-01
   6.86324768e-01  8.22605737e-01  3.72598418e-01  6.81475090e-01]
 [-5.67665758e-01 -1.46958279e-01  3.79499659e+00  5.44272014e-01
  -4.16719159e-02  5.32165518e-01  9.58408996e-01  1.50405665e+00]
 [-4.16181900e-01 -9.16888919e-02 -7.60492290e-01 -2.30380020e-01
   6.87887377e-01  1.42298963e+00  4.36109816e-01  1.76252274e+00]
 [ 1.09729509e+00 -5.57448200e-01 -5.94927471e-01  3.92126645e-01
   1.09552079e+00  6.90795540e-01  4.40571280e+00  1.18030196e+00]]",41387.7634208617,0.15094248652740674,2297.415359330171,41387.763420861724
6,[0 5 4 ... 0 0 4],"[[-1.3777437  -0.44371244  0.42887178  0.48514315  0.20124424  0.17278124
   4.89842906  2.28365999]
 [-0.06880882 -0.18734789 -0.27482251  0.02623317 -0.01541581  0.96665747
   0.71703731  2.57525141]
 [ 1.42782039  1.30775908 -1.14285523  0.71968481  1.55389746  0.52834928
   7.41264945  1.86561464]
 [-0.08792425  0.35135681  2.20634119  0.89176534  0.44437354  1.14984492
   4.32210936  2.02224823]
 [ 0.81540095 -0.03060299 -0.830442    0.85840953  0.68323697  0.76450916
   3.95602772  1.34447675]
 [ 0.0440156  -0.33444612  0.26124216  0.80919446  1.12066708  0.69029442
   0.44841283  0.29913674]]",36680.26256994647,0.22715174817700565,3133.5579825160567,36680.26256994644
6,[1 0 5 ... 1 1 1],"[[-3.49957027e-03 -1.74860449e-01 -1.27841418e-01  4.09300730e-01
   7.91132276e-01  4.78003711e-01  2.56915245e-01  1.08237947e+00]
 [ 3.71002970e-01 -2.47892207e-01 -2.96739227e-01  3.99893228e-01
   4.72636232e-01  6.36214915e-01  4.94092533e+00  1.10607433e+00]
 [-1.73562859e-01 -7.83624658e-01  1.08721132e+00 -3.59746191e-01
   3.37999799e-01  6.16496215e-01  2.26370564e+00  1.61835363e+00]
 [-1.13481881e+00  6.05508268e-01  8.62421564e-01  1.22682980e+00
  -3.44502325e-01 -1.09159867e-01  7.68719367e+00  2.86528875e+00]
 [-5.36631254e-01  1.20507893e+00  6.34940699e-01  3.23486450e-01
  -4.29837178e-01  1.00602023e-01  4.04284791e+00  1.18304711e+00]
 [-1.77815150e-01  1.04880952e+00 -1.72265688e+00  7.23873884e-01
  -4.68510450e-02  4.14878914e-01  1.83971586e+00  1.35655643e+00]]",40959.08216569836,0.15034949150015903,2310.6753162265218,40959.08216569836
6,[3 1 1 ... 5 3 3],"[[-0.49834837  0.30961287 -0.29655697  0.31049145  0.51389542  1.04431378
   0.61278123  1.73047999]
 [ 0.86873069 -0.19035047 -0.05935695 -0.3846481   0.96248658  0.50621265
   2.44812884  0.12783194]
 [ 0.52137067 -0.8308924  -0.28883263  0.09600599  0.68600578  1.00687233
   6.38190942  1.04247898]
 [-0.40943039  0.1131342   0.13567468  1.24302619  0.60660957  0.74734145
   3.56458991  1.11406468]
 [ 0.68035687 -1.14737088  0.70439475  1.12657307 -0.16650922  0.2058865
   0.39383711  0.05776793]
 [-0.42317157  0.43562094 -1.01644373 -0.76121874  0.2063281  -0.02017098
   6.06592278  0.6884592 ]]",40998.91931036841,0.14961605856145732,2705.1834815883794,40998.91931036829
6,[3 1 4 ... 1 3 1],"[[ 0.13303629  0.43816631 -0.37002068  0.29257669  0.70472705  0.64380591
   0.00834633  1.1415703 ]
 [-0.27186316  0.52093713  0.05940229  0.51664731  0.66746296  0.66914638
   3.57186982  1.59149774]
 [-0.85522982 -0.38059501  1.52893846 -0.13556237  0.1565256   0.06592036
   1.17041227  1.68808189]
 [-1.10561071 -0.86902746  2.26647937  0.70116335 -0.20882101  0.46099518
   5.48560623  2.02863979]
 [ 1.86333944 -0.56366093 -0.85543372  0.86421252  0.4712362   1.50672981
   3.54724739  0.31554163]
 [ 2.29509358 -1.00272055 -0.79458647  0.72104353  1.15739471  0.22330414
   7.10456128  1.82204104]]",37121.42876397894,0.1826625749007496,2773.9586969804573,37121.42876397892
6,[4 5 5 ... 0 4 1],"[[-0.60621139  0.26822006 -0.34636538  0.14472954  0.14848624  1.21048364
   3.89222774  2.5211266 ]
 [ 0.80295543  0.22463594  0.28433594  1.13427534  1.32469277  0.24596771
   3.7201711   1.15963111]
 [ 1.56931528 -0.46558813  0.20372198  0.74223555  0.38590873  0.89654518
   7.93990176  1.04708414]
 [-1.19572372  1.36001488 -0.65797413  0.54501967  0.07284236  0.86895297
   0.78000416  2.01821005]
 [-1.13725385  0.0491728   0.91243929  0.43520692  0.58490899 -0.02847637
   4.75735185  0.88314359]
 [ 0.41408691 -0.59664707 -0.06714589  0.58053069  0.68764376  0.74608442
   0.20321255  0.70542756]]",35575.93838009689,0.20908476153649316,3034.3407072669584,35575.938380096966
6,[5 3 4 ... 1 1 2],"[[-0.4547643  -0.84140429  0.70112093 -0.2968412   0.30503077  0.96267187
   2.95911735  2.2809586 ]
 [-0.29840843 -0.0777898   0.26714144  0.49703763  0.01562849  1.05647464
   6.35440027  1.76871106]
 [ 0.00886784 -0.57336073  0.06816645  0.72666677  0.61615035  0.47588723
   4.55441851  0.86323742]
 [ 0.28853191 -0.10010246 -0.37138871  1.34840287  0.68560728  1.36907405
   0.71146395 -0.22259509]
 [-0.15367531 -0.15577018 -0.07930603  0.6290526   0.52708472  0.70567505
   0.21172835  2.24220495]
 [-0.65329066 -0.11423183  0.99771776  0.21059859 -0.20979829 -0.96821861
   4.65343848  1.64917172]]",40432.4496776935,0.1819462766327255,2845.9029888714167,40432.44967769352
6,[3 4 2 ... 2 3 2],"[[ 1.36689474e+00  7.34745155e-01  8.37563328e-02  9.40644990e-01
   1.05042435e+00  7.58623156e-01  7.21350902e+00  7.28022004e-01]
 [-1.86722229e-01  9.08895156e-02 -1.75891071e-01  1.24273523e+00
   3.52949117e-02  8.37069206e-01  3.55348110e-01  1.26808959e+00]
 [ 1.34474761e+00  2.72671249e-01 -6.30038621e-01  9.50201558e-01
   1.14066930e+00  7.23040726e-01  3.67770913e+00  1.91509051e+00]
 [-1.36157438e+00  6.89952617e-01  1.27227918e+00 -1.26610790e-02
   7.64978417e-02 -6.35320212e-03  4.12714542e+00  1.68063322e+00]
 [ 8.55874745e-01  2.11152903e+00  8.55719168e-01 -8.05347587e-02
   6.97564744e-01  9.69530933e-01  2.15842121e+00 -2.54402076e-01]
 [-9.04479880e-01  1.74699310e+00 -9.08242380e-01  1.87408862e+00
   1.30233978e+00 -3.53955881e-01  3.25631033e+00 -1.42846306e-01]]",44528.37782155901,0.2206308021450707,2636.291085382937,44528.377821559014
6,[4 0 0 ... 4 4 0],"[[ 7.30590281e-01 -4.43905295e-01  3.35134471e-01  8.23012140e-01
   9.13534672e-01  9.25852461e-01  2.83537309e+00  7.42047083e-01]
 [-7.25473957e-01  1.66238762e+00  2.32251644e-01  4.53181794e-01
   8.15435707e-02  1.86846734e-01  4.69246570e+00  1.90495926e+00]
 [-4.38321227e-01  1.28881082e-02  2.98998984e-01  6.71824979e-01
   5.09135676e-01  6.86478066e-01  3.93472459e-01  1.91848745e+00]
 [-6.35322117e-01  9.75726452e-01 -4.78846448e-01  8.87115343e-02
  -6.00506727e-01 -4.95973638e-02  4.48428442e+00  1.84404444e+00]
 [ 5.66339467e-02 -5.18432487e-01 -3.52101681e-03  7.69385998e-01
   6.54398260e-01  3.66281107e-01  5.97613478e+00  1.91840664e+00]
 [-2.68663217e-01 -2.36647439e-01  4.86533836e-01 -6.71684920e-01
   7.45807340e-01  7.66152994e-01 -1.45799633e-01 -1.39336419e-01]]",38879.18323117086,0.15448602722674667,2580.4777142898083,38879.18323117086
6,[0 0 1 ... 0 0 0],"[[-0.37218142 -0.0307861   0.42401939  0.68901884  0.37343124  0.86251201
   3.75980992  1.47722226]
 [-0.68919043  0.92801559 -0.47250467  0.13873926  1.2607819   1.31844505
   0.95873134  2.50238342]
 [-0.60455448 -1.26407045 -1.05555059  0.587918    0.9466225   1.19700063
  -0.13803527  1.87296632]
 [ 0.399027   -0.10119583 -0.49443164  0.63306445  0.55749705  0.79324033
  -0.3044636   0.73158873]
 [-0.37099449 -0.70151624  0.01302229  0.91111389  0.24596189  0.28606771
   7.93964695  2.06325812]
 [-0.98312618  3.85259082 -0.75337625  0.75919454  1.01097895 -0.31548747
   2.20742292 -0.51296665]]",42793.48796064012,0.18410995964511664,2546.500150360982,42793.487960640115
6,[3 0 2 ... 3 3 5],"[[-5.68121678e-01 -4.17949711e-02  1.70429476e-01  7.64143281e-01
   8.20376369e-01  6.76579605e-01  3.76039030e-01  8.59602419e-01]
 [ 1.45829452e+00 -4.34236419e-01  1.87932615e-01  1.36398089e+00
   7.09017496e-01  4.99455532e-01  5.92635786e+00  1.91813875e+00]
 [ 3.37020089e-01 -4.13194663e-01 -7.30549754e-01  3.60213839e-01
  -8.10961280e-02  6.64144869e-01  1.46730791e+00  2.11834233e+00]
 [-3.60699463e-01  4.49831279e-01  3.74396206e-01  5.80252633e-01
  -2.94353823e-03  5.06385247e-01  4.96954733e+00  2.05605383e+00]
 [-5.62129359e-01 -9.71084509e-01  5.98092177e-01  5.60248418e-01
  -2.67548839e-01 -4.32293156e-01  1.38202917e+00  1.20916445e+00]
 [ 5.64881666e-01 -1.27230061e+00  1.46035741e+00  1.25514812e+00
   3.72287780e-01  1.12333236e+00  4.09971534e+00  2.06342841e+00]]",40071.1514694329,0.158135719870932,2597.304928920318,40071.15146943278
6,[4 5 1 ... 4 4 4],"[[-0.44377947  2.08872343  1.29901984  1.0417875   0.60476883  0.5952287
   5.16094483  1.25975801]
 [ 0.62780594 -0.9656686  -0.72971304  0.29547423  1.02633125  0.774599
   0.30654422  0.28398912]
 [-0.32932142 -0.71182971  0.151751   -0.30287621  0.42226899  0.61684213
   0.4423678   2.15290907]
 [-0.63053838  0.40482906  0.7640556   0.0288377   0.6719591  -0.06958428
   7.8859856   2.13078385]
 [ 0.2626112  -0.55231323  0.15589285  0.93484806  0.83336928  0.49504154
   5.03440167  1.77663835]
 [-0.67799734  0.51061019 -0.71209604  0.41523926  0.86906314  1.08285039
   0.32652847  1.7106037 ]]",41224.454000844984,0.14517174013519363,2320.7632864525017,41224.454000844984
6,[5 4 2 ... 4 5 4],"[[ 1.78481305 -0.28360138 -0.52548855  0.11947113  0.59195414  0.8908926
   6.77050755  1.05256812]
 [-0.26473706  1.91476524 -0.57280375 -0.24563134  0.62041388  0.57583589
   0.14942668  1.95855853]
 [ 0.2286727  -0.84226504 -0.0736042   0.3813047   0.69903779  0.88236528
   0.33846721  1.19032162]
 [ 0.75686564 -0.86296815 -0.17183584 -0.21367545  1.12411533 -0.35138326
  -0.38739184  0.48263805]
 [-0.07524065  0.24444312 -0.15603544  0.77361853  0.52924296  0.37430184
   3.21343904  1.50000069]
 [-0.84535472  0.05701385  1.40821681  0.33106545  0.20376131  0.25193339
   4.88990092  1.76718937]]",33927.73206458597,0.16591391545548287,2986.256784415219,33927.73206458611
6,[3 4 4 ... 5 3 1],"[[ 0.97208256  0.82981414  1.74295667  0.39045814  1.34070363  0.37359108
   0.16715854 -0.03997843]
 [ 1.39441763 -1.01736056  0.38997277  0.70856933  0.72514231  0.59531774
   4.87032149  0.30069223]
 [-1.31083103 -1.20805129  0.8304584   1.17893405  0.09659517  0.39152296
   3.13717126  1.71218208]
 [-0.71398149 -0.22466851  1.66607796  0.42679351  0.2677352   0.49565607
   6.13067082  1.77489721]
 [ 0.0824016   0.11418688 -0.56898961  0.4532189   0.46045662  1.04013186
   0.12815683  1.32271437]
 [-0.68984436  0.25734645 -0.29555156  0.40015419  0.37010885  0.32875747
   3.96389577  2.02334496]]",40620.45986789436,0.13876013623610556,2404.9184023329744,40620.45986789424
6,[2 1 4 ... 2 2 4],"[[ 1.30449051  0.05400889 -0.73965081  0.06008053  1.00894226  0.49847133
   7.07650331  0.92743336]
 [ 0.18767041 -0.34713402  0.0148335   0.03671567  0.56150518  0.89436994
   0.35303825  1.31207776]
 [-1.1445872  -0.35138042  1.2883507   0.34199424  0.06629317  0.34807153
   4.19256028  1.58072383]
 [-0.7836948   3.82838819 -0.53897879  0.33811734  0.74041424  1.15203719
  -0.11193684  0.34089008]
 [ 0.98880683 -0.18606845 -0.10136925  0.71137097  0.9581975   0.36348604
   3.63131584  1.10775131]
 [-1.05762485  2.35509512 -0.93261409  0.35811262 -0.15924978  0.42814051
   1.71109915  2.58563447]]",36105.614634309306,0.2273793771713959,2875.010737889271,36105.61463430926
6,[5 2 2 ... 4 4 4],"[[-0.81212184  2.89013427 -1.5137269  -0.18355981 -0.40960007  0.88195147
   3.35017045  2.27719479]
 [ 1.39999319  0.68352284 -1.25867271  0.39380136  0.93488223  0.69744566
   6.75278313  1.42069483]
 [ 0.2769384  -0.06940286 -0.02208648  0.54137579  0.41824465  0.81150821
   1.21829592  1.31273712]
 [ 0.06097558  1.30934665 -0.63331168 -0.09180785  0.19012424  0.95055873
  -0.09387858  0.99914859]
 [ 0.27080547 -0.29357339  0.40381159  0.5684498   0.52480063  0.39612575
   4.21169159  1.71390093]
 [-1.57673729 -0.33793817  0.0523153   0.37737723  0.32512044 -1.0605228
   5.94168517  2.02841334]]",39000.53678079329,0.1632445831494945,2691.5621838537663,39000.536780793336
6,[2 3 5 ... 2 2 2],"[[-0.53228542 -0.85245775 -1.39128691  1.87690532  1.60289578  0.86234589
   3.12201727 -0.58136554]
 [-0.41843101  1.77557972 -0.29012184 -0.21256268  0.37684364  0.47109949
   3.23682091  1.79577692]
 [-0.64323394 -0.72647417  0.9251057   0.59280523  0.35746106  0.54524574
   3.57589775  1.34647207]
 [ 0.55200371  0.64103388 -0.01282588  0.27783399  0.7073106   1.07889134
   1.48971421 -0.19365343]
 [ 0.67442683  0.19376935 -0.26606882  0.78019609  0.96372606  0.26991838
   7.82599602  0.29923804]
 [ 0.05887775 -0.29997699 -0.66025545  0.61086217  0.22400595  0.69831793
   1.927049    1.8264776 ]]",43860.78399702835,0.17259305301736202,2630.56612664133,43860.783997028295
6,[4 1 1 ... 4 4 5],"[[ 2.31039029 -0.61893118 -1.03184235  1.16261896  0.74821059  0.90965853
   6.3029728   1.80645858]
 [-0.15021836 -0.44939851 -0.40357501  0.51909222  0.44689046  0.11965485
   2.48821208  0.86834768]
 [ 0.11607621 -0.08560482  0.04441095  0.63059523  0.29654729  0.72958901
  -0.05370295  1.40895133]
 [ 2.23380987 -0.95677921 -0.66161695  0.65244918  0.39381038  1.48905245
   7.00781125  0.50424822]
 [-0.84224894 -0.55445465  0.0135823   1.1035196   0.02729819  0.27017016
   5.56023378  1.85693368]
 [ 0.12417503 -0.13004135  0.85525947  0.35737499  0.61453525  0.40333795
   4.11004694  1.4039752 ]]",36858.94878392007,0.1815471207749378,2707.044156710295,36858.948783920125
6,[4 5 5 ... 4 4 0],"[[ 0.1175547   0.12423333 -0.04412127  0.91803886  0.81729833  1.61091999
   5.12134096 -0.05202716]
 [ 0.84009727 -0.33134672  0.33015162  0.29092705  1.25630788  0.55492347
   0.14073635  0.43511809]
 [-0.19526098 -0.55097046 -0.97184095  0.03772066 -0.16984208  0.88904172
   8.28593698  1.56746917]
 [ 2.26763735 -0.23458569 -0.67829554  0.21256486  1.46590835  0.73754019
   6.90914015  1.80251515]
 [-0.50392059 -0.2236435   0.33129034  0.35955778  0.52659531  0.11337794
   3.911494    1.82190245]
 [-0.28615343  0.23916242 -0.41933328  0.34747129  0.18412613  0.65169528
   0.79232897  1.42463462]]",35942.73166187107,0.1982942874572132,2824.6514467685456,35942.73166187118
6,[2 3 4 ... 2 2 3],"[[-0.68011186  1.70991355  0.6228556   0.60271013  0.36151336  0.91100382
   0.34080021  2.26095172]
 [ 0.29451645  1.19209796  2.41018975 -0.4781372   1.18499083  0.39355594
   1.9618036   0.05449501]
 [ 0.37158201 -0.23737688 -0.1504375   0.67077483  0.90795459  0.20633169
   4.66922568  1.37723195]
 [-0.25205197 -0.66661577 -0.27118715  1.03694696  0.2933496   0.67132267
   2.86749895  0.09105373]
 [ 0.50754633 -0.1977756  -0.82669946  0.96057045  0.602623    0.80932695
  -0.14618428  1.22054421]
 [-0.15333132  0.81311386  1.9669253  -0.46265481  1.18882495  0.95649477
   0.4482797   1.03187489]]",46128.96617663931,0.1580659879604429,2113.518391327613,46128.96617663908
6,[3 5 0 ... 3 3 3],"[[ 0.34218617 -1.04245378 -1.47945384  0.12983787  0.15322641  1.17335364
   1.03446935  1.25779824]
 [-0.49084728  1.79959362 -1.46182268  0.425765   -0.15661605  1.6646414
   0.74750025 -0.30314691]
 [ 0.35938941 -0.71010595  0.24266541  0.30495077  1.218908    1.22818717
   0.36919321  1.36112489]
 [ 0.35813971 -0.28036901  0.63383217  0.49168873  0.62252906  0.499576
   5.70922738  1.38379815]
 [ 0.02199737  1.21942509 -0.29591621 -0.00905609 -0.24144379  0.65946852
   0.07163666  2.13958574]
 [-1.62798856  1.7821841   0.06249785  1.09403364  0.24872933 -0.12299296
   1.55044502 -0.15589584]]",46884.39150420783,0.16285323096994214,2032.994931845296,46884.39150420798
6,[0 2 5 ... 0 0 2],"[[-0.49775966  0.28378388  0.19560469  0.43127019 -0.03385798  0.64241861
   6.16483648  1.58311998]
 [ 0.29880522  0.03818383  0.81716165  0.86973043  1.21224487  0.93694539
   0.04095388  0.24808894]
 [-0.42227166  0.55148705 -0.27110027  1.40494157  0.62509791  0.63011045
   3.22757397  1.32013657]
 [ 0.09497902 -0.16660721 -1.28968478  0.75246658 -0.22515242  0.64943772
  -0.58930019  2.50065607]
 [-0.74584423 -1.33433776  0.53239829  1.40823912 -0.02512761  1.0109215
   0.64412039  1.96935423]
 [ 1.70649073 -0.95934049  0.29805134 -0.66375129  1.7025763   0.69641339
   0.97348967  2.42149618]]",42499.41507679465,0.17666581532741019,2444.388223617953,42499.415076794554
6,[3 1 1 ... 2 2 1],"[[-9.33500349e-02  8.92893062e-02 -1.49588057e-01  6.23102692e-01
   9.76638320e-01  3.09900430e-01  3.61431012e-01  9.91776473e-01]
 [-1.20349640e-01 -2.52485189e-03 -8.83605570e-01  4.13136658e-01
   7.05712519e-01  1.08649650e+00  2.39230900e+00  6.54856796e-01]
 [-1.76332657e+00 -3.97953754e-01  8.46729601e-01  1.46917468e-01
  -3.72325504e-02  1.38401057e+00  4.88823268e+00  1.78221999e+00]
 [-1.35719597e+00 -4.34091524e-01  1.27629790e+00  1.04448251e+00
   1.59579334e-01  2.60106383e-01  5.05914191e+00  1.75039028e+00]
 [ 4.27710267e-01  8.18279827e-01  2.32308897e-04  9.02035390e-01
   9.15278812e-01  7.55923367e-01  6.95213062e+00  1.65380225e+00]
 [ 6.35080732e-01 -2.20653145e+00  9.54427034e-01  7.34681959e-01
  -2.09982833e-01 -1.03387214e-01  5.60065196e+00  1.91801645e+00]]",40527.52466594267,0.17074790013286212,2545.96282251099,40527.524665942634
6,[0 3 4 ... 0 0 2],"[[-8.58408351e-01 -3.61637595e-01  2.54776237e-01  1.02561501e+00
   1.45667505e-01  6.07896920e-01  4.55739659e+00  1.61643468e+00]
 [-6.90004075e-03  2.24769436e-01 -9.90036266e-01 -2.32021938e-01
   4.55270980e-01  4.19293493e-01  8.09489533e+00  1.81969446e+00]
 [ 6.70476042e-01 -4.57829209e-01  1.11062523e+00  8.68186078e-01
   1.31789829e+00  9.93532521e-01  3.07250746e+00 -1.01030610e-01]
 [-7.79291399e-01  4.01022394e-01  4.31766148e-01  2.49771945e-01
   4.51328003e-01  3.97301804e-01  1.13559761e+00  1.12939363e+00]
 [ 4.77215842e-01 -3.04609693e-01 -8.91262442e-01  6.33764298e-01
   3.79657363e-01  7.01345796e-01  1.43281392e-03  1.35247147e+00]
 [-3.17485823e-01  3.01740641e+00  4.71173682e-01  7.30991351e-01
   1.15734969e+00  1.42844641e+00  1.81799337e+00  4.89413703e-01]]",38396.762659064254,0.20068829282127867,2789.153244056255,38396.762659064196
6,[5 3 0 ... 4 5 4],"[[ 3.29827937e-01  3.87544882e-03 -1.80564151e-01  3.60740166e-01
   4.49980683e-01  3.56045325e-01  1.96068495e-01  1.36686493e+00]
 [ 2.00811100e+00 -7.07404081e-01 -6.13026492e-01  4.79779514e-02
   6.12582104e-01  6.65548314e-01  6.21324158e+00  7.32600773e-01]
 [-1.01723142e+00 -8.03343530e-01  6.92270236e-01  1.08085431e+00
  -1.71945338e-01  3.15740156e-01 -1.26160562e-01  1.85870953e+00]
 [ 3.24452444e-01 -6.18979508e-01  2.32535012e-02  8.17807896e-01
   1.08374662e+00  8.23212893e-01  1.59233344e+00 -2.09372408e-01]
 [-2.82924741e-01  6.24945586e-02 -7.71866532e-01  3.73623184e-01
   7.76634600e-01  1.10679885e-01  4.53972243e+00  1.38629394e+00]
 [-1.07578594e+00 -1.08258361e-01  9.94773353e-01  4.69576370e-01
  -6.15677189e-02  4.09608034e-01  5.09107679e+00  2.16657203e+00]]",36710.75724304302,0.1697819354618481,2820.5098324236556,36710.757243043
6,[2 4 1 ... 1 2 4],"[[-0.67443736  2.44019858  0.71046597  0.91043169  1.43462419  1.06729926
   5.6374115  -0.21243197]
 [-0.01092198 -0.46237804 -0.75979171  0.12076531  0.06913809  0.86108789
   3.41582215  1.84151812]
 [ 0.23552383  0.05661996  0.4600557   0.76002208  1.01940896 -0.07981983
   5.35602252  1.29013981]
 [-1.07995381  0.75336992 -0.4751362   0.18649048  1.05190997  0.62429368
   0.46908865  1.88015711]
 [-0.04954985 -0.50479113 -0.21598625  0.99903072  0.81884663  0.88718287
   2.79292968  0.48535152]
 [ 0.1575917  -0.99923228  0.03842345  0.53844548  0.63943863  0.70813573
   0.42243329  1.01403867]]",41794.986688277924,0.15827228592583956,2376.9552218129,41794.98668827789
6,[2 0 0 ... 1 2 0],"[[ 0.41338325 -0.46083155 -0.41496231  0.89552442  1.07194432  0.46970557
   2.70927875  0.91612926]
 [ 0.08233649 -0.70370386 -0.4716599   0.14312051  0.30120064  0.87139502
   6.22798178  1.54353847]
 [-0.6345505  -0.3651511   0.91380553  1.0955825  -0.00953011  0.14942875
   4.70040204  2.1811565 ]
 [-0.05615717 -0.76527481  0.79923553  0.36807492  0.34666281  0.28215321
   0.34960567  1.47378726]
 [-0.0710228   1.24535307 -0.60412748  0.90563193  0.59380882  1.34708267
   0.15941785  1.43114901]
 [ 0.27072704  2.71093031 -0.1706662   0.93387533  2.08116999  0.89499728
   1.90294238  0.35853946]]",37602.49896282175,0.1907724914633704,2877.8824114850345,37602.49896282164
6,[5 5 0 ... 5 5 5],"[[-0.11930837  0.18859706 -0.5933669   0.73323629  0.3980702   0.56621345
   0.38304348  2.11208987]
 [ 0.79355972  0.17972076  0.10389282  0.76781619  1.16637346  0.14946804
   8.18383462  1.8111728 ]
 [ 1.44150619 -0.63666509  0.9189676   1.07703268  2.28644022  1.31850965
  -0.63013034 -0.15950766]
 [-0.36742119 -1.26515252 -0.90675021  0.11888693  1.38023659  0.27498927
  -0.64109856  0.33455602]
 [ 0.7785532  -1.17168199 -0.02564592  0.11591775  1.15047145  0.76018213
   0.20710577  0.05651958]
 [-0.46171964 -0.14357446  0.44316152  0.33360627  0.83643691  0.51311733
   4.01331559  0.93035708]]",40658.78345898841,0.15372860443333267,2455.865772006931,40658.78345898862
6,[3 1 2 ... 3 3 3],"[[ 0.47141299 -1.04886938 -1.18323823  1.11192514  0.99832885 -0.27712309
   0.464103    3.22984716]
 [-0.40925744 -0.3757882   0.60127087  0.27174687  1.17539036  1.09353723
   0.62521984  0.56539803]
 [ 0.47071861 -0.15765545 -0.89349735  0.47368742  0.69850824  0.76523474
   0.7369332   1.41460581]
 [-0.216832   -0.0799462   0.33478657  0.63196357  0.58569011  0.12819999
   5.38097836  1.72337833]
 [-0.37119822 -0.0712556   0.36516362  1.42589348  1.42747292 -0.25809569
  -0.10554624  1.81033394]
 [-0.82327629  1.67063654 -0.92057298  0.5552091  -0.34036764  0.56208398
   1.10264796  1.30501838]]",43149.35372715937,0.14486375704465285,1921.9956469875594,43149.35372715932
7,[6 3 5 ... 0 6 2],"[[-4.81853039e-01  5.40094551e-01  2.64746400e-01 -5.19731651e-03
  -7.86611236e-02 -2.02153020e-01  5.22454494e+00  2.00953778e+00]
 [-4.12317788e-01  1.97484211e+00 -4.04749730e-01 -7.11685999e-03
   8.17539572e-01  6.92143564e-01  4.41793874e+00  2.02361616e+00]
 [ 3.97723054e-01  5.82977826e-03 -2.54872724e-01  9.25396428e-01
   9.39083175e-01  2.95680036e-01  3.62464800e+00  1.04287573e+00]
 [-4.07798885e-02  3.10537962e-01 -2.70771237e-01  7.50329179e-01
   9.49594020e-01  8.66429978e-01  1.08452792e-02  8.77383099e-01]
 [ 1.73375905e+00 -9.36460231e-01 -3.94721256e-03  2.65606564e-01
   1.30876686e+00  4.88496573e-01  6.73567851e+00  1.20603481e+00]
 [-2.42014252e-01 -8.94375221e-01  1.32340240e-01  8.25929024e-01
   6.49804656e-01  8.80589631e-01  1.12060005e+00  1.92542438e+00]
 [-9.97579246e-01 -7.04883477e-01  1.02477457e+00  4.74945072e-01
  -6.44699359e-01  5.81398848e-01  5.17230606e+00  1.86682716e+00]]",32925.378455553204,0.18281689314046057,2686.8038746885227,32925.37845555337
7,[2 1 0 ... 4 2 1],"[[ 0.10846989  0.32019245 -0.66810346  0.23183908  0.32867122  0.86906394
   0.58437721  1.76453158]
 [-0.05080054 -0.52274223  0.32528375 -0.03704685  1.27213465  0.43720546
   1.89473324 -0.23215554]
 [-1.26072522  0.1421112   0.9289124   0.52348696 -0.20545943  0.49984098
   5.2332481   2.41462648]
 [ 0.64144189  0.29778198  0.28383142  0.78409846  1.34816744  0.46455655
   6.25346941  1.04735437]
 [-1.14208454 -0.14500461 -0.70770833  0.83746218  0.04800662 -0.07547712
   4.20890379  2.01018931]
 [ 0.05342903  0.2029492   0.65535254 -0.03942057  0.75914381  0.9533414
   0.12424175  0.50756249]
 [-2.03304244  2.9096125   1.37098974  1.70370767  0.40133256 -1.08557132
   4.69902625  2.11583646]]",36785.16534106042,0.1770893664492523,2432.528675549472,36785.16534106032
7,[6 4 2 ... 6 6 6],"[[ 0.57740092  0.11025875 -0.81071222  0.57299628  1.29841103  1.08205717
  -0.13549371  1.0750471 ]
 [ 1.93648444  0.277432   -1.38113033  0.49620109  1.22208161  0.75026713
   7.1578268   1.65349937]
 [ 0.35465197 -0.3072775  -0.39210836 -0.38929724  0.46785721  1.12770997
   3.30196445  1.69650976]
 [ 0.8775389   0.22335691  0.5733031   0.69368645  0.92285647  0.89795446
   0.17454293  0.31151246]
 [ 0.22731239  1.41447528 -0.27945161  0.63092104  0.67586625  0.69676398
   3.3045562   0.71643412]
 [-1.18189453 -0.76856977  0.04785373  0.33763641  0.25191625  0.52879834
   1.582302    1.91902294]
 [-0.61708061 -0.29052462  0.36162691  0.61027904  0.88108271  0.35009842
   5.31690893  1.87774031]]",34384.51529278609,0.19105776977548156,2739.081903553092,34384.515292785945
